source,target,repo,commit,path,line,source PEs,target PEs,cardinalities,properties,source APIs,target APIs,commit URL,mig id
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/main.py,85:84,function call,function call,one-to-one,"argument name change, element name change",ib,field,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/main.py,88:87,function call,function call,one-to-one,"argument name change, element name change",ib,field,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/main.py,89:88,function call,function call,one-to-one,"argument name change, element name change",ib,field,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/perm/perm.py,10:9,function call,function call,one-to-one,"argument name change, element name change",ib,field,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/perm/perm.py,5:1,import,import,not applicable,,attr,"dataclasses.dataclass, dataclasses.field",https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/perm/perm.py,8:7,decorator,decorator,one-to-one,element name change,s,dataclass,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/permuter.py,27:25,decorator,decorator,one-to-one,element name change,s,dataclass,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/permuter.py,29:,function call,,one-to-zero,,ib,,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/permuter.py,30:,function call,,one-to-zero,,ib,,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/randomizer.py,2:4,import,import,not applicable,,attr,"dataclasses.dataclass, dataclasses.field",https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/randomizer.py,73:73,decorator,decorator,one-to-one,element name change,s,dataclass,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/randomizer.py,75:,function call,,one-to-zero,,ib,,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/randomizer.py,76:,function call,,one-to-zero,,ib,,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/randomizer.py,77:77,function call,function call,one-to-one,"argument name change, element name change",ib,field,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/scorer.py,12:11,decorator,decorator,one-to-one,"argument name change, element name change",s,dataclass,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/scorer.py,14:13,function call,function call,one-to-one,"argument name change, element name change",ib,field,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/scorer.py,15:,function call,,one-to-zero,,ib,,https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
attrs,dataclasses,simonlindholm/decomp-permuter,cfbb706402fe106ae19762279eab8294a531f20c,src/scorer.py,7:1,import,import,not applicable,,attr,"dataclasses.dataclass, dataclasses.field",https://github.com/simonlindholm/decomp-permuter/commit/cfbb7064,attrs__dataclasses__simonlindholm/decomp-permuter__cfbb7064
bcrypt,passlib,twiliodeved/sms2fa-flask,22eedfcd1ef701a4283505762660146b57b26304,sms2fa_flask/models.py,30-31:29,"function call, function call",function call,many-to-one,"argument deletion, argument transformation, element name change","gensalt, hashpw",encrypt,https://github.com/twiliodeved/sms2fa-flask/commit/22eedfcd,bcrypt__passlib__twiliodeved/sms2fa-flask__22eedfcd
bcrypt,passlib,twiliodeved/sms2fa-flask,22eedfcd1ef701a4283505762660146b57b26304,sms2fa_flask/models.py,3:4,import,import,not applicable,,bcrypt,passlib.hash.bcrypt,https://github.com/twiliodeved/sms2fa-flask/commit/22eedfcd,bcrypt__passlib__twiliodeved/sms2fa-flask__22eedfcd
beautifulsoup,bs4,cfpb/cfgov-refresh,3262610155669294fa5b79c108b6a244d9d03cbc,cfgov/v1/__init__.py,16:16,import,import,not applicable,,BeautifulSoup.BeautifulSoup,bs4.BeautifulSoup,https://github.com/cfpb/cfgov-refresh/commit/32626101,beautifulsoup__bs4__cfpb/cfgov-refresh__32626101
beautifulsoup,bs4,cfpb/cfgov-refresh,3262610155669294fa5b79c108b6a244d9d03cbc,cfgov/v1/__init__.py,69:64,function call,function call,one-to-one,argument addition,BeautifulSoup,BeautifulSoup,https://github.com/cfpb/cfgov-refresh/commit/32626101,beautifulsoup__bs4__cfpb/cfgov-refresh__32626101
botocore,boto,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,mkwheelhouse.py,12:13-14,import,import,not applicable,,botocore.session,"boto, boto.s3.connection",https://github.com/whoopinc/mkwheelhouse/commit/54806ffc,botocore__boto__whoopinc/mkwheelhouse__54806ffc
botocore,boto,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,mkwheelhouse.py,19:25-27,"function call, function call","function call, function call",many-to-many,"argument addition, argument deletion, element name change","get_service, get_session","OrdinaryCallingFormat, connect_to_region",https://github.com/whoopinc/mkwheelhouse/commit/54806ffc,botocore__boto__whoopinc/mkwheelhouse__54806ffc
botocore,boto,zalando/spilo,a83681c756fe8dfc8e5117c690bde16319e3e943,postgres-appliance/callback_aws.py,22:18,exception,exception,one-to-one,element name change,ClientError,BotoServerError,https://github.com/zalando/spilo/commit/a83681c7,botocore__boto__zalando/spilo__a83681c7
botocore,boto,zalando/spilo,a83681c756fe8dfc8e5117c690bde16319e3e943,postgres-appliance/callback_aws.py,9:3-4,import,import,not applicable,,botocore.exceptions.ClientError,"boto.utils, boto.ec2",https://github.com/zalando/spilo/commit/a83681c7,botocore__boto__zalando/spilo__a83681c7
bottle,flask,cqmoe/python-cqhttp,f9f083ec6b1de67e4e128e2fdc85cb7bacadcf6b,cqhttp/__init__.py,68:67,function call,function call,one-to-one,"argument addition, element name change",Bottle,Flask,https://github.com/cqmoe/python-cqhttp/commit/f9f083ec,bottle__flask__cqmoe/python-cqhttp__f9f083ec
bottle,flask,cqmoe/python-cqhttp,f9f083ec6b1de67e4e128e2fdc85cb7bacadcf6b,cqhttp/__init__.py,69:68,function call,function call,one-to-one,"argument addition, element name change",post,route,https://github.com/cqmoe/python-cqhttp/commit/f9f083ec,bottle__flask__cqmoe/python-cqhttp__f9f083ec
bottle,flask,cqmoe/python-cqhttp,f9f083ec6b1de67e4e128e2fdc85cb7bacadcf6b,cqhttp/__init__.py,7:6,import,import,not applicable,,"bottle.Bottle, bottle.request, bottle.abort","flask.Flask, flask.request, flask.abort, flask.jsonify",https://github.com/cqmoe/python-cqhttp/commit/f9f083ec,bottle__flask__cqmoe/python-cqhttp__f9f083ec
bottle,flask,cqmoe/python-cqhttp,f9f083ec6b1de67e4e128e2fdc85cb7bacadcf6b,cqhttp/__init__.py,84:83,function call,function call,one-to-one,element name change,read,get_data,https://github.com/cqmoe/python-cqhttp/commit/f9f083ec,bottle__flask__cqmoe/python-cqhttp__f9f083ec
bottle,flask,cqmoe/python-cqhttp,f9f083ec6b1de67e4e128e2fdc85cb7bacadcf6b,cqhttp/__init__.py,88:89,function call,function call,one-to-one,,get,get,https://github.com/cqmoe/python-cqhttp/commit/f9f083ec,bottle__flask__cqmoe/python-cqhttp__f9f083ec
bottle,flask,cqmoe/python-cqhttp,f9f083ec6b1de67e4e128e2fdc85cb7bacadcf6b,cqhttp/__init__.py,97:98,function call,function call,one-to-one,,get,get,https://github.com/cqmoe/python-cqhttp/commit/f9f083ec,bottle__flask__cqmoe/python-cqhttp__f9f083ec
bottle,flask,heyman/locust,4067b929fab7691a12ad91bf70e3738d715e860e,locust/web.py,18:17,decorator,decorator,one-to-one,,route,route,https://github.com/heyman/locust/commit/4067b929,bottle__flask__heyman/locust__4067b929
bottle,flask,heyman/locust,4067b929fab7691a12ad91bf70e3738d715e860e,locust/web.py,"2,6:9",import,import,not applicable,,"bottle.route, bottle.run, bottle.send_file, bottle","flask.Flask, flask.make_response",https://github.com/heyman/locust/commit/4067b929,bottle__flask__heyman/locust__4067b929
bottle,flask,heyman/locust,4067b929fab7691a12ad91bf70e3738d715e860e,locust/web.py,20:19-21,function call,"attribute, function call",one-to-many,"argument transformation, element name change",send_file,"header, make_response",https://github.com/heyman/locust/commit/4067b929,bottle__flask__heyman/locust__4067b929
bottle,flask,heyman/locust,4067b929fab7691a12ad91bf70e3738d715e860e,locust/web.py,47:10,function call,function call,one-to-one,"argument addition, element name change",default_app,Flask,https://github.com/heyman/locust/commit/4067b929,bottle__flask__heyman/locust__4067b929
bottle,flask,nicolas-van/pygreen,843c8cfe9af68b9029235a229c838f519049ab0e,pygreen.py,27:27,import,import,not applicable,,bottle,flask,https://github.com/nicolas-van/pygreen/commit/843c8cfe,bottle__flask__nicolas-van/pygreen__843c8cfe
bottle,flask,nicolas-van/pygreen,843c8cfe9af68b9029235a229c838f519049ab0e,pygreen.py,47:47,function call,function call,one-to-one,"argument addition, element name change",Bottle,Flask,https://github.com/nicolas-van/pygreen/commit/843c8cfe,bottle__flask__nicolas-van/pygreen__843c8cfe
bottle,flask,nicolas-van/pygreen,843c8cfe9af68b9029235a229c838f519049ab0e,pygreen.py,93:93,function call,function call,one-to-one,"argument transformation, element name change",static_file,send_from_directory,https://github.com/nicolas-van/pygreen/commit/843c8cfe,bottle__flask__nicolas-van/pygreen__843c8cfe
bottle,flask,nicolas-van/pygreen,843c8cfe9af68b9029235a229c838f519049ab0e,pygreen.py,94:94,function call,function call,one-to-one,"argument deletion, element name change",HTTPError,abort,https://github.com/nicolas-van/pygreen/commit/843c8cfe,bottle__flask__nicolas-van/pygreen__843c8cfe
bottle,flask,nicolas-van/pygreen,843c8cfe9af68b9029235a229c838f519049ab0e,pygreen.py,98:98,function call,function call,one-to-one,"argument addition, element name change",route,add_url_rule,https://github.com/nicolas-van/pygreen/commit/843c8cfe,bottle__flask__nicolas-van/pygreen__843c8cfe
bottle,flask,nicolas-van/pygreen,843c8cfe9af68b9029235a229c838f519049ab0e,pygreen.py,99:99,function call,function call,one-to-one,"argument addition, element name change",route,add_url_rule,https://github.com/nicolas-van/pygreen/commit/843c8cfe,bottle__flask__nicolas-van/pygreen__843c8cfe
bunch,munch,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,src/confluencer/__main__.py,24:24,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/1and1/confluencer/commit/df895ac8,bunch__munch__1and1/confluencer__df895ac8
bunch,munch,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,src/confluencer/commands/stats.py,23:23,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/1and1/confluencer/commit/df895ac8,bunch__munch__1and1/confluencer__df895ac8
bunch,munch,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,src/confluencer/tools/content.py,29:29,import,import,not applicable,,bunch.bunchify,munch.munchify,https://github.com/1and1/confluencer/commit/df895ac8,bunch__munch__1and1/confluencer__df895ac8
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/client/__init__.py,111:111,type,type,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/client/__init__.py,116:116,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/client/__init__.py,33:33,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/client/fas2.py,31:31,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/client/fas2.py,403:403,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/client/fas2.py,702:702,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/client/fas2.py,741:741,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/tg2/utils.py,160:160,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/tg2/utils.py,39:39,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/tg2/utils.py,162:162,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/tg2/utils.py,177:177,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/wsgi/csrf.py,150:150,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/wsgi/csrf.py,34:34,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/wsgi/faswho/faswhoplugin.py,231:231,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/wsgi/faswho/faswhoplugin.py,397:397,function call,function call,one-to-one,element name change,Bunch,Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,fedora/wsgi/faswho/faswhoplugin.py,40:40,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,flask_fas_openid.py,179:179,function call,function call,one-to-one,,fromDict,fromDict,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,flask_fas_openid.py,180:180,function call,function call,one-to-one,,fromDict,fromDict,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
bunch,munch,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,flask_fas_openid.py,31:31,import,import,not applicable,,bunch.Bunch,munch.Munch,https://github.com/fedora-infra/python-fedora/commit/aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a
celery,rq,sapfir0/premier-eye,a7375ccc40885f04faf4a05852591e6de4ba676d,pyfront/app/__init__.py,2:3,import,import,not applicable,,celery.Celery,rq,https://github.com/sapfir0/premier-eye/commit/a7375ccc,celery__rq__sapfir0/premier-eye__a7375ccc
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/clb_objects.py,15:,import,,not applicable,,"characteristic.attributes, characteristic.Attribute",,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/clb_objects.py,160:158,decorator,decorator,one-to-one,"argument deletion, element name change",attributes,s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/clb_objects.py,168:175,decorator,decorator,one-to-one,"argument deletion, element name change",attributes,s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/clb_objects.py,627-628:642,"decorator, function call",decorator,many-to-one,"argument deletion, element name change","attributes, Attribute",s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/customer_objects.py,10-12:10,"decorator, function call, function call",decorator,many-to-one,"argument deletion, element name change","attributes, Attribute, Attribute",s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/customer_objects.py,75:78,"decorator, function call",decorator,many-to-one,"argument deletion, element name change","attributes, Attribute",s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/customer_objects.py,7:7,import,import,not applicable,,"characteristic.attributes, characteristic.Attribute",attr,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/flavor_collections.py,19-22:19,"decorator, function call",decorator,many-to-one,"argument deletion, element name change","attributes, Attribute",s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/flavor_collections.py,90-91:92,"decorator, function call",decorator,many-to-one,"argument deletion, element name change","attributes, Attribute",s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/flavor_collections.py,9:9,import,import,not applicable,,"characteristic.attributes, characteristic.Attribute",attr,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/flavors.py,10:10,decorator,decorator,one-to-one,"argument deletion, element name change",attributes,s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/flavors.py,7:7,import,import,not applicable,,characteristic.attributes,attr,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,12-17:12,decorator,decorator,one-to-one,"argument deletion, element name change",attributes,s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,202-208:203,decorator,decorator,one-to-one,"argument deletion, element name change",attributes,s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,305-306:306,decorator,decorator,one-to-one,"argument deletion, element name change",attributes,s,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,13:19,function call,"function call, function call",one-to-many,"argument deletion, argument name change, argument transformation, element name change",Attribute,"ib, Factory",https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,15:20,function call,"function call, function call",one-to-many,"argument deletion, argument name change, argument transformation, element name change",Attribute,"ib, Factory",https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,16:21,function call,"function call, function call",one-to-many,"argument deletion, argument name change, argument transformation, element name change",Attribute,"ib, Factory",https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,17:22,function call,"function call, function call",one-to-many,"argument deletion, argument name change, argument transformation, element name change",Attribute,"ib, Factory",https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,204:210,function call,"function call, function call",one-to-many,"argument deletion, argument name change, argument transformation, element name change",Attribute,"ib, Factory",https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,205-208:211-212,function call,"function call, function call",one-to-many,"argument deletion, argument name change, argument transformation, element name change",Attribute,"ib, Factory",https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,306:312,function call,"function call, function call",one-to-many,"argument deletion, argument name change, argument transformation, element name change",Attribute,"ib, Factory",https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,5:5,import,import,not applicable,,"characteristic.attributes, characteristic.Attribute",attr,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,:17,,function call,zero-to-one,,,ib,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,:18,,function call,zero-to-one,,,ib,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,:208,,function call,zero-to-one,,,ib,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,:209,,function call,zero-to-one,,,ib,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
characteristic,attrs,rackerlabs/mimic,5bb494665ce21b645f273bb4597f6dfae861c573,mimic/model/heat_objects.py,:311,,function call,zero-to-one,,,ib,https://github.com/rackerlabs/mimic/commit/5bb49466,characteristic__attrs__rackerlabs/mimic__5bb49466
