source,target,repo,commit,# ccs,# files,source PEs,target PEs,properties,# PE,# props,commit URL,id
gevent,eventlet,thenetcircle/dino,119d922a1c7c86cf6f6b3d8589df461bfe6abb2a,1,1,function call,function call,element name change,1,1,https://github.com/thenetcircle/dino/commit/119d922a,gevent__eventlet__thenetcircle/dino__119d922a
gunicorn,waitress,openphilology/nidaba,4bab2ee1ad5b8b2e4413a74a8d96a232b3f548e0,0,1,,,,0,0,https://github.com/openphilology/nidaba/commit/4bab2ee1,gunicorn__waitress__openphilology/nidaba__4bab2ee1
guzzle-sphinx-theme,sphinx-rtd-theme,jamesls/semidbm,aa0babacc67027d1367c4bab112985203c984fab,1,1,function call,function call,"element name change, output transformation",1,2,https://github.com/jamesls/semidbm/commit/aa0babac,guzzle-sphinx-theme__sphinx-rtd-theme__jamesls/semidbm__aa0babac
html5lib,bleach,posativ/isso,f1a4478272395c5a4c110c7e564cfb444c4ec63f,0,1,,,,0,0,https://github.com/posativ/isso/commit/f1a44782,html5lib__bleach__posativ/isso__f1a44782
html5lib,bleach,pycon/pycon,3dba9637623143551d388391a8d818e368304f6b,1,1,"attribute, function call",function call,"argument addition, argument deletion, element name change, output transformation",2,4,https://github.com/pycon/pycon/commit/3dba9637,html5lib__bleach__pycon/pycon__3dba9637
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,16,3,"exception, function call, function reference",function call,,3,0,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,cpfair/tapiriik,495db93a46dae7004fa9454a962196f0c95b3dc6,7,1,"attribute, function call","attribute, function call","argument deletion, argument transformation, element name change",2,3,https://github.com/cpfair/tapiriik/commit/495db93a,httplib2__requests__cpfair/tapiriik__495db93a
httplib2,requests,hasgeek/flask-lastuser,6114ad5cb27d16048a86f2a1eff85756cf438d34,2,1,function call,"attribute, function call","argument deletion, argument name change, argument transformation, element name change",2,4,https://github.com/hasgeek/flask-lastuser/commit/6114ad5c,httplib2__requests__hasgeek/flask-lastuser__6114ad5c
httplib2,requests,hpe-storage/python-3parclient,75b94d3ec693de0961affc2fcf2e5d622b3624ca,1,1,function call,function call,argument transformation,1,1,https://github.com/hpe-storage/python-3parclient/commit/75b94d3e,httplib2__requests__hpe-storage/python-3parclient__75b94d3e
httplib2,requests,jarodl/flask-github,341c769f2f7889583a0802982ea3373677573de1,2,1,function call,function call,"argument deletion, argument transformation, element name change",1,3,https://github.com/jarodl/flask-github/commit/341c769f,httplib2__requests__jarodl/flask-github__341c769f
httplib2,requests,jgorset/facepy,89ba1d43ce59a9a7dbbb54b84fdd33fd116348c4,0,1,,,,0,0,https://github.com/jgorset/facepy/commit/89ba1d43,httplib2__requests__jgorset/facepy__89ba1d43
httplib2,requests,openshot/openshot-qt,4349753e0eecae60c96768def773fa48189f06bf,3,2,function call,"attribute, function call","argument deletion, argument name change, element name change, output transformation",2,4,https://github.com/openshot/openshot-qt/commit/4349753e,httplib2__requests__openshot/openshot-qt__4349753e
httplib2,requests,openstack/deb-nova,346d9419a6aeb3c1277fa0ad2c539045be571d30,4,1,"attribute, function call","attribute, function call","element name change, output transformation",2,2,https://github.com/openstack/deb-nova/commit/346d9419,httplib2__requests__openstack/deb-nova__346d9419
httplib2,requests,openstack/networking-cisco,075010a677ff2427799634b6fc4f7ed3a90bbda2,3,1,"attribute, function call","attribute, function call","argument addition, argument name change, argument transformation, element name change",2,4,https://github.com/openstack/networking-cisco/commit/075010a6,httplib2__requests__openstack/networking-cisco__075010a6
httplib2,requests,wikimedia/pywikibot,952665acaa9ab2dd1a78cb4a935f3b5743941913,4,1,attribute,"attribute, function call",element name change,2,1,https://github.com/wikimedia/pywikibot/commit/952665ac,httplib2__requests__wikimedia/pywikibot__952665ac
hubstorage,scrapinghub,scrapinghub/scrapinghub-entrypoint-scrapy,80b2262a9696bf8fa6b0d5423efc30fdd46fe54f,0,1,,,,0,0,https://github.com/scrapinghub/scrapinghub-entrypoint-scrapy/commit/80b2262a,hubstorage__scrapinghub__scrapinghub/scrapinghub-entrypoint-scrapy__80b2262a
hubstorage,scrapinghub,scrapy-plugins/scrapy-pagestorage,ce31d531756661752b72dda9a93a8ed1cbcb919b,0,1,,,,0,0,https://github.com/scrapy-plugins/scrapy-pagestorage/commit/ce31d531,hubstorage__scrapinghub__scrapy-plugins/scrapy-pagestorage__ce31d531
huey,celery,lonelam/onlinejudgeshu,b687d2067b28f6759a47ddcfe7bb575e8f83f679,1,1,decorator,decorator,element name change,1,1,https://github.com/lonelam/onlinejudgeshu/commit/b687d206,huey__celery__lonelam/onlinejudgeshu__b687d206
ipaddress,netaddr,napalm-automation/napalm,085994a5b33f37e5c29f2081ddf272df4db0319c,1,1,function call,function call,element name change,1,1,https://github.com/napalm-automation/napalm/commit/085994a5,ipaddress__netaddr__napalm-automation/napalm__085994a5
ipaddr,ipaddress,google/capirca,eb768ea7e8cb33ab16786ddeb52b53122c740c65,17,3,"attribute, function call, function reference, type","attribute, function call, function reference, type","argument addition, element name change",4,2,https://github.com/google/capirca/commit/eb768ea7,ipaddr__ipaddress__google/capirca__eb768ea7
ipaddr,ipaddress,reannz/faucet,4a23ef8e3074c8749435de2bd8e2a299a6db9d92,70,8,"attribute, function call","attribute, function call","argument transformation, element name change",2,2,https://github.com/reannz/faucet/commit/4a23ef8e,ipaddr__ipaddress__reannz/faucet__4a23ef8e
ipaddr,ipaddress,rvojcik/rtapi,2c25c0539c8bc46812a0f1e75da97066af76905b,2,1,function call,function call,element name change,1,1,https://github.com/rvojcik/rtapi/commit/2c25c053,ipaddr__ipaddress__rvojcik/rtapi__2c25c053
ipaddr,netaddr,openstack/deb-designate,eb16b1e1be8da26193fd3482c8f5eb55eebfcbc2,4,1,"exception, function call","exception, function call","argument addition, element name change",2,2,https://github.com/openstack/deb-designate/commit/eb16b1e1,ipaddr__netaddr__openstack/deb-designate__eb16b1e1
ipaddr,netaddr,openstack/fuel-devops,5d0df07841dd862165137ed34fcb2a02d9ec2b7b,6,11,function call,function call,,1,0,https://github.com/openstack/fuel-devops/commit/5d0df078,ipaddr__netaddr__openstack/fuel-devops__5d0df078
ipaddr,netaddr,openstack/wsme,002473c0eaff5bde539e6f6980c387d3817f7063,4,1,"exception, function call","exception, function call","argument addition, element name change",2,2,https://github.com/openstack/wsme/commit/002473c0,ipaddr__netaddr__openstack/wsme__002473c0
ipaddr,py2-ipaddress,evgeni/bley,dcc428536d19b0f43604d4052ecaadabadef5e64,8,2,function call,function call,"argument transformation, element name change",1,2,https://github.com/evgeni/bley/commit/dcc42853,ipaddr__py2-ipaddress__evgeni/bley__dcc42853
ipaddr,py2-ipaddress,jdswinbank/comet,1549e864ad46d3216dea9b4aa2353722de2081c5,5,4,function call,function call,"argument addition, element name change",1,2,https://github.com/jdswinbank/comet/commit/1549e864,ipaddr__py2-ipaddress__jdswinbank/comet__1549e864
ipaddr,py2-ipaddress,magic-wormhole/magic-wormhole,5b23669cf3fec46471bbc30620651ffc188c578c,1,1,function call,function call,element name change,1,1,https://github.com/magic-wormhole/magic-wormhole/commit/5b23669c,ipaddr__py2-ipaddress__magic-wormhole/magic-wormhole__5b23669c
ipaddr,py2-ipaddress,meejah/txtorcon,c8fdba0a3494a41ceb499a3473956faf48034a0c,1,1,function call,function call,element name change,1,1,https://github.com/meejah/txtorcon/commit/c8fdba0a,ipaddr__py2-ipaddress__meejah/txtorcon__c8fdba0a
ipaddr,py2-ipaddress,redhat-cip/hardware,a429c38cf6e6630f6bc1d1793f1aa2a75b21cc03,2,1,function call,function call,,1,0,https://github.com/redhat-cip/hardware/commit/a429c38c,ipaddr__py2-ipaddress__redhat-cip/hardware__a429c38c
ipaddr,py2-ipaddress,rvojcik/rtapi,2c25c0539c8bc46812a0f1e75da97066af76905b,1,1,function call,function call,element name change,1,1,https://github.com/rvojcik/rtapi/commit/2c25c053,ipaddr__py2-ipaddress__rvojcik/rtapi__2c25c053
ipaddr,py2-ipaddress,stackstorm/st2,4022aea911726ab98e376860cfba75987e4b3df4,1,1,function call,function call,element name change,1,1,https://github.com/stackstorm/st2/commit/4022aea9,ipaddr__py2-ipaddress__stackstorm/st2__4022aea9
jsonpath-rw,jsonpath-rw-ext,hxlstandard/libhxl-python,0babff28e04c7da97cae91de78e86295bc42b118,2,2,function call,function call,,1,0,https://github.com/hxlstandard/libhxl-python/commit/0babff28,jsonpath-rw__jsonpath-rw-ext__hxlstandard/libhxl-python__0babff28
jsontableschema,tableschema,frictionlessdata/tableschema-sql-py,a1385f748263c12f7d7c59c7f44eac49943503a4,0,1,,,,0,0,https://github.com/frictionlessdata/tableschema-sql-py/commit/a1385f74,jsontableschema__tableschema__frictionlessdata/tableschema-sql-py__a1385f74
kafka-python,confluent-kafka,biznetgio/restknot,6b10345398630fbb418f84ca7268d481ecad56ee,3,2,function call,function call,"argument addition, argument deletion, argument transformation, element name change",1,4,https://github.com/biznetgio/restknot/commit/6b103453,kafka-python__confluent-kafka__biznetgio/restknot__6b103453
kafka-python,confluent-kafka,openstack/oslo.messaging,5a842ae15582e4eedfb1b2510eaf4a8997701f58,2,1,function call,function call,"argument transformation, element name change",1,2,https://github.com/openstack/oslo.messaging/commit/5a842ae1,kafka-python__confluent-kafka__openstack/oslo.messaging__5a842ae1
kafka,confluent-kafka,svenskaspel/locust-plugins,fad53da58706ba4d69633667d62a9e8c84b4fa9e,2,1,function call,function call,"argument transformation, element name change",1,2,https://github.com/svenskaspel/locust-plugins/commit/fad53da5,kafka__confluent-kafka__svenskaspel/locust-plugins__fad53da5
leveldb,plyvel,ethereum/py-evm,5c273fff1ed8f4815b7232a442061673c00f1c60,4,1,function call,function call,"argument deletion, element name change",1,2,https://github.com/ethereum/py-evm/commit/5c273fff,leveldb__plyvel__ethereum/py-evm__5c273fff
leveldb,plyvel,gdassori/spruned,4326c6485f8ff6d6e6d2ad38a2d0707e50ec126d,3,1,function call,function call,"argument addition, element name change",1,2,https://github.com/gdassori/spruned/commit/4326c648,leveldb__plyvel__gdassori/spruned__4326c648
leveldb,plyvel,obsidianforensics/hindsight,973b3d3278609c144f11542bd24164243ee165af,2,2,function call,function call,element name change,1,1,https://github.com/obsidianforensics/hindsight/commit/973b3d32,leveldb__plyvel__obsidianforensics/hindsight__973b3d32
lockfile,fasteners,kizniche/mycodo,547f6d9f22e569007c1066e36ee5142f5e1b533d,10,6,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/kizniche/mycodo/commit/547f6d9f,lockfile__fasteners__kizniche/mycodo__547f6d9f
lockfile,fasteners,paratoolsinc/taucmdr,2a2c28aeee469c514196ec5ca68592c9bf354146,4,2,"exception, function call",decorator,,3,0,https://github.com/paratoolsinc/taucmdr/commit/2a2c28ae,lockfile__fasteners__paratoolsinc/taucmdr__2a2c28ae
lockfile,fasteners,samschott/maestral,e4388ee1a5ab8699e3a08055fb0d5e6485b9921d,0,1,,,,0,0,https://github.com/samschott/maestral/commit/e4388ee1,lockfile__fasteners__samschott/maestral__e4388ee1
logbook,loguru,thombashi/sqlitebiter,311c7ce50a89316d5cab9bb2daef05315175faf2,1,1,function call,function call,,1,0,https://github.com/thombashi/sqlitebiter/commit/311c7ce5,logbook__loguru__thombashi/sqlitebiter__311c7ce5
logbook,loguru,thombashi/tcconfig,7ba8676b3b9347ef15142bfeba30d611822c154d,1,1,function call,function call,,1,0,https://github.com/thombashi/tcconfig/commit/7ba8676b,logbook__loguru__thombashi/tcconfig__7ba8676b
logger,logging,prtg/pythonminiprobe,2b6a1aeb2a9ee1a722262d34752bbbff44f21951,11,5,function call,function call,element name change,1,1,https://github.com/prtg/pythonminiprobe/commit/2b6a1aeb,logger__logging__prtg/pythonminiprobe__2b6a1aeb
lxml,defusedxml,haiwen/seafdav,5e1291f1cb8ed22e3ef5a78f46b1aa7534105764,3,1,,"function reference, type",,2,0,https://github.com/haiwen/seafdav/commit/5e1291f1,lxml__defusedxml__haiwen/seafdav__5e1291f1
lxml,defusedxml,openvinotoolkit/open_model_zoo,7c2529f53bf8b8901685df88f898ce57089fe490,0,1,,,,0,0,https://github.com/openvinotoolkit/open_model_zoo/commit/7c2529f5,lxml__defusedxml__openvinotoolkit/open_model_zoo__7c2529f5
lxml,defusedxml,synacktiv/eos,ac9596f942aaf733ebafd9eef94617710ac18864,3,1,function call,function call,"argument deletion, argument transformation, element name change",1,3,https://github.com/synacktiv/eos/commit/ac9596f9,lxml__defusedxml__synacktiv/eos__ac9596f9
m2crypto,cryptography,kevoreilly/capev2,abf58a7deb32893febb4151f579d8428ffca3b8e,4,1,function call,"attribute, function call","argument addition, element name change",2,2,https://github.com/kevoreilly/capev2/commit/abf58a7d,m2crypto__cryptography__kevoreilly/capev2__abf58a7d
m2crypto,cryptography,yubico/python-u2flib-server,65c46657d50fb2d38036b4533806d36997cedac5,6,1,function call,"attribute, function call","argument addition, argument transformation, element name change, output transformation",2,4,https://github.com/yubico/python-u2flib-server/commit/65c46657,m2crypto__cryptography__yubico/python-u2flib-server__65c46657
mechanize,requests,jorgecarleitao/public-contracts,70a229cb5a3be1a56bdfa4f6df8019456276bf3f,5,1,"attribute, function call","attribute, function call","argument addition, element name change",2,2,https://github.com/jorgecarleitao/public-contracts/commit/70a229cb,mechanize__requests__jorgecarleitao/public-contracts__70a229cb
migrate,alembic,kickstandproject/payload,ffeff6a308ba1fcdf97b2eb91d0ae5f64787fef2,0,1,,,,0,0,https://github.com/kickstandproject/payload/commit/ffeff6a3,migrate__alembic__kickstandproject/payload__ffeff6a3
models,model,hwwang55/gcn-lpa,7a974861900be4415113d84baf00c49b82b2d8d9,0,1,,,,0,0,https://github.com/hwwang55/gcn-lpa/commit/7a974861,models__model__hwwang55/gcn-lpa__7a974861
msgpack,u-msgpack-python,crossbario/autobahn-python,9e00896d3601b965e58b21eaac233fc9b9509272,3,1,function call,function call,argument deletion,1,1,https://github.com/crossbario/autobahn-python/commit/9e00896d,msgpack__u-msgpack-python__crossbario/autobahn-python__9e00896d
msgpack,u-msgpack-python,kushalp/serfclient-py,3adbf0f1cebe37239a1ca2eda427ee91b4570207,4,1,function call,"attribute, function call",,2,0,https://github.com/kushalp/serfclient-py/commit/3adbf0f1,msgpack__u-msgpack-python__kushalp/serfclient-py__3adbf0f1
multiprocessing,multiprocess,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b01,2,1,function call,function call,element name change,1,1,https://github.com/czheo/syntax_sugar_python/commit/1dbc1d44,multiprocessing__multiprocess__czheo/syntax_sugar_python__1dbc1d44
multiprocessing,multiprocess,jhsmit/colicoords,a082ad56448cf9db47ee5b14d1466d1c362c3cff,3,1,function call,function call,argument addition,1,1,https://github.com/jhsmit/colicoords/commit/a082ad56,multiprocessing__multiprocess__jhsmit/colicoords__a082ad56
multiprocess,multiprocessing,axelrod-python/axelrod,70f3a3520291812966b68d443dd94289939e0537,0,2,,,,0,0,https://github.com/axelrod-python/axelrod/commit/70f3a352,multiprocess__multiprocessing__axelrod-python/axelrod__70f3a352
multiprocess,multiprocessing,intelpni/brainiak,e62dc1d02ad1a3f2e7f8ef909b035349cd5552c5,1,1,function call,function call,,1,0,https://github.com/intelpni/brainiak/commit/e62dc1d0,multiprocess__multiprocessing__intelpni/brainiak__e62dc1d0
multiprocess,multiprocessing,markovmodel/msmtools,a3a152ea77d571a6087149540350e3826ad92ab0,0,1,,,,0,0,https://github.com/markovmodel/msmtools/commit/a3a152ea,multiprocess__multiprocessing__markovmodel/msmtools__a3a152ea
napalm-base,napalm,afourmy/e-napalm,1033665344fa7330a27b31883d6b14efa3f35547,0,1,,,,0,0,https://github.com/afourmy/e-napalm/commit/10336653,napalm-base__napalm__afourmy/e-napalm__10336653
netaddr,ipaddress,ovirt/vdsm,6eef802af9194c702b2799d23527e85b152f0ad6,12,3,"attribute, exception, function call, function reference","attribute, function call, function reference","element name change, output transformation",4,2,https://github.com/ovirt/vdsm/commit/6eef802a,netaddr__ipaddress__ovirt/vdsm__6eef802a
netaddr,py2-ipaddress,jimfunk/django-postgresql-netfields,a5a11184ffd33a0d12878881f055455b4818d282,15,3,"exception, function call, type","attribute, exception, function call, type",element name change,4,1,https://github.com/jimfunk/django-postgresql-netfields/commit/a5a11184,netaddr__py2-ipaddress__jimfunk/django-postgresql-netfields__a5a11184
netaddr,py2-ipaddress,nitmir/policyd-rate-limit,c024e06ab9313b2b4dae1e1962aa9c2a4de4d62e,4,1,function call,"exception, function call",element name change,2,1,https://github.com/nitmir/policyd-rate-limit/commit/c024e06a,netaddr__py2-ipaddress__nitmir/policyd-rate-limit__c024e06a
neutron,neutron-lib,openstack/networking-bagpipe,4bb14fa0be826184e4e9c85793af63a121453613,0,1,,,,0,0,https://github.com/openstack/networking-bagpipe/commit/4bb14fa0,neutron__neutron-lib__openstack/networking-bagpipe__4bb14fa0
neutron,neutron-lib,openstack/networking-fortinet,2365dcbdf9a1b5bbd6b3c550cbf3428725156f90,0,2,,,,0,0,https://github.com/openstack/networking-fortinet/commit/2365dcbd,neutron__neutron-lib__openstack/networking-fortinet__2365dcbd
neutron,neutron-lib,openstack/networking-generic-switch,c6f4b71bf3aad44ba8948f4226791a55ba95ce4c,1,1,type,type,element name change,1,1,https://github.com/openstack/networking-generic-switch/commit/c6f4b71b,neutron__neutron-lib__openstack/networking-generic-switch__c6f4b71b
neutron,neutron-lib,openstack/networking-nec,ff1695d591d2a78dc668cc02e62d029a1dad75f5,0,1,,,,0,0,https://github.com/openstack/networking-nec/commit/ff1695d5,neutron__neutron-lib__openstack/networking-nec__ff1695d5
neutron,neutron-lib,openstack/networking-odl,a40b9d90d28d086b82f110d8e53d42ed13465ad7,0,6,,,,0,0,https://github.com/openstack/networking-odl/commit/a40b9d90,neutron__neutron-lib__openstack/networking-odl__a40b9d90
node-semver,semantic-version,openstack/solar,8766f11d9618c45f397a989eef67a800da166a21,7,1,function call,function call,"element name change, output transformation",1,2,https://github.com/openstack/solar/commit/8766f11d,node-semver__semantic-version__openstack/solar__8766f11d
oauth2,oauthlib,discogs/discogs_client,c56f61aa1d190aa76db71005612a40540277e288,2,1,function call,"attribute, function call","argument addition, element name change",2,2,https://github.com/discogs/discogs_client/commit/c56f61aa,oauth2__oauthlib__discogs/discogs_client__c56f61aa
openpyxl,xlsxwriter,bcgov/gwells,57d12c42941e0afb07ac46fb51f8316d6c5a0cea,1,1,function call,function call,element name change,1,1,https://github.com/bcgov/gwells/commit/57d12c42,openpyxl__xlsxwriter__bcgov/gwells__57d12c42
openstackclient,osc-lib,openstack/deb-python-ironic-inspector-client,c25d73e554d78022f0b933473c3fe27074f5c951,0,2,,,,0,0,https://github.com/openstack/deb-python-ironic-inspector-client/commit/c25d73e5,openstackclient__osc-lib__openstack/deb-python-ironic-inspector-client__c25d73e5
openstackclient,osc-lib,openstack/deb-python-muranoclient,e3a2b68f61d898c6a415ded9ba07a5fb6ce946d8,0,4,,,,0,0,https://github.com/openstack/deb-python-muranoclient/commit/e3a2b68f,openstackclient__osc-lib__openstack/deb-python-muranoclient__e3a2b68f
openstackclient,osc-lib,openstack/python-searchlightclient,0bc93d17f7d9c7251064de6c2616d70fc850c0c8,0,4,,,,0,0,https://github.com/openstack/python-searchlightclient/commit/0bc93d17,openstackclient__osc-lib__openstack/python-searchlightclient__0bc93d17
paramiko,fabric,aws/aws-parallelcluster,d49460ac5ca5ac3c5728ef7f13471f0682d7e966,7,1,"attribute, function call","attribute, function call","argument addition, argument name change, argument transformation, element name change",2,4,https://github.com/aws/aws-parallelcluster/commit/d49460ac,paramiko__fabric__aws/aws-parallelcluster__d49460ac
pep8,pycodestyle,cyberbotics/urdf2webots,723168dbfff6132aa5591837d43c960679a0a2c4,2,1,"function call, type","function call, type",,2,0,https://github.com/cyberbotics/urdf2webots/commit/723168db,pep8__pycodestyle__cyberbotics/urdf2webots__723168db
pep8,pycodestyle,fabioz/PyDev.Debugger,d535c190c06df3fa968cdf55154359cbd3b0d828,11,1,"attribute, function call, type","attribute, function call, type",,3,0,https://github.com/fabioz/PyDev.Debugger/commit/d535c190,pep8__pycodestyle__fabioz/PyDev.Debugger__d535c190
pep8,pycodestyle,hhatto/autopep8,3e1c196570204482d1376d4050633b8de6565533,10,1,"attribute, function call","attribute, function call",,2,0,https://github.com/hhatto/autopep8/commit/3e1c1965,pep8__pycodestyle__hhatto/autopep8__3e1c1965
pep8,pycodestyle,nchammas/flintrock,7323298d4a7827887d12f20787385255fccaaca4,1,1,function call,function call,,1,0,https://github.com/nchammas/flintrock/commit/7323298d,pep8__pycodestyle__nchammas/flintrock__7323298d
pep8,pycodestyle,openstack/designate,2c9e9f5f41d4fdf6a5f4f9870e0bb261c53d4e94,1,1,function call,function call,,1,0,https://github.com/openstack/designate/commit/2c9e9f5f,pep8__pycodestyle__openstack/designate__2c9e9f5f
pep8,pycodestyle,openstack/sahara,61b0b2e03846f3d743b8dafa604632e15ca47ea1,1,1,function call,function call,,1,0,https://github.com/openstack/sahara/commit/61b0b2e0,pep8__pycodestyle__openstack/sahara__61b0b2e0
pep8,pycodestyle,schlamar/flake8-todo,fcd59c6c0ba68ec7b394709fbf219418ecff14a5,1,1,function call,function call,,1,0,https://github.com/schlamar/flake8-todo/commit/fcd59c6c,pep8__pycodestyle__schlamar/flake8-todo__fcd59c6c
pil,pillow,rcos/observatory-retired,f970b543dc349460492a32a11731738062bfcc09,0,1,,,,0,0,https://github.com/rcos/observatory-retired/commit/f970b543,pil__pillow__rcos/observatory-retired__f970b543
pil,pillow,shoebot/shoebot,0171fb9ff6ed2fed71dcfe82eef7ca723d609fcf,0,1,,,,0,0,https://github.com/shoebot/shoebot/commit/0171fb9f,pil__pillow__shoebot/shoebot__0171fb9f
prettytable,tabulate,educationaltestingservice/skll,f870a65904a449103d8f147e9746e548965f27d1,1,1,"attribute, function call",function call,element name change,2,1,https://github.com/educationaltestingservice/skll/commit/f870a659,prettytable__tabulate__educationaltestingservice/skll__f870a659
progressbar,tqdm,ozencb/yts-scraper,383401ae9f95fed9132d26b4b9aed8e4c44d47b5,7,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/ozencb/yts-scraper/commit/383401ae,progressbar__tqdm__ozencb/yts-scraper__383401ae
progressbar,tqdm,redkyn/assigner,f132d03c9154401da28316e552fc6ca0bd51cf31,2,1,function call,function call,"argument deletion, element name change",1,2,https://github.com/redkyn/assigner/commit/f132d03c,progressbar__tqdm__redkyn/assigner__f132d03c
progressbar,tqdm,rivuletstudio/rivuletpy,52068adbb96160b27768f0d5bb64672dab109d99,5,1,function call,function call,"argument name change, argument transformation, element name change",1,3,https://github.com/rivuletstudio/rivuletpy/commit/52068adb,progressbar__tqdm__rivuletstudio/rivuletpy__52068adb
progressbar,tqdm,wkentaro/fcn,399069ac568af1d295a5ac2d3b61b531af998898,0,1,,,,0,0,https://github.com/wkentaro/fcn/commit/399069ac,progressbar__tqdm__wkentaro/fcn__399069ac
py-bcrypt,bcrypt,weasyl/weasyl,f6230c731f662be1301bdc38f6ab9815c7441144,2,1,function call,function call,argument transformation,1,1,https://github.com/weasyl/weasyl/commit/f6230c73,py-bcrypt__bcrypt__weasyl/weasyl__f6230c73
pyandoc,pypandoc,hustlzp/permission,d174a21795ede39cdfce884a7f9757f50e29ca9b,1,1,"attribute, function call",function call,"argument addition, element name change",2,2,https://github.com/hustlzp/permission/commit/d174a217,pyandoc__pypandoc__hustlzp/permission__d174a217
pycryptodome,cryptography,allencellmodeling/cookiecutter-pypackage,8d172cbc6f07c1f12c70670057dc609df0932e21,2,1,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/allencellmodeling/cookiecutter-pypackage/commit/8d172cbc,pycryptodome__cryptography__allencellmodeling/cookiecutter-pypackage__8d172cbc
pycryptodome,cryptography,apache/libcloud,a68022d1dff4daebafccff15106ba6988c9464d8,2,1,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/apache/libcloud/commit/a68022d1,pycryptodome__cryptography__apache/libcloud__a68022d1
pycryptodome,cryptography,cloudve/cloudbridge,27b217e070e5711a7fd21c76663d64918fcd9c6e,3,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/cloudve/cloudbridge/commit/27b217e0,pycryptodome__cryptography__cloudve/cloudbridge__27b217e0
pycryptodome,cryptography,coresecurity/pysap,21fe13a08b83d6fcabbdbbddaf15c3c5dd53de77,4,1,"function call, function reference","function call, function reference","argument addition, argument transformation, element name change",2,3,https://github.com/coresecurity/pysap/commit/21fe13a0,pycryptodome__cryptography__coresecurity/pysap__21fe13a0
pycryptodome,cryptography,jvanovost/dc09_spt,08a9d0b85bf03b9d4d55294a6f287e3068579834,4,1,function call,function call,"argument transformation, element name change",1,2,https://github.com/jvanovost/dc09_spt/commit/08a9d0b8,pycryptodome__cryptography__jvanovost/dc09_spt__08a9d0b8
pycryptodome,cryptography,leifj/pyxmlsecurity,b5d88c805e12296bc31d287f64f455523bcbe123,6,1,,"function call, type",,2,0,https://github.com/leifj/pyxmlsecurity/commit/b5d88c80,pycryptodome__cryptography__leifj/pyxmlsecurity__b5d88c80
pycryptodome,cryptography,mitya57/secretstorage,e637c3b38bec3798f75fba190a597d37e1dcc3d6,6,3,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/mitya57/secretstorage/commit/e637c3b3,pycryptodome__cryptography__mitya57/secretstorage__e637c3b3
pycryptodome,cryptography,ojarva/python-sshpubkeys,e3ee2d2635e8489ef6e3a57520e3bf1b61d94962,4,1,function call,"attribute, function call","argument addition, element name change",2,2,https://github.com/ojarva/python-sshpubkeys/commit/e3ee2d26,pycryptodome__cryptography__ojarva/python-sshpubkeys__e3ee2d26
pycryptodome,cryptography,openstack/glance,5ebde9079b34544cc6642a73b40ec865bcef8580,6,1,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/openstack/glance/commit/5ebde907,pycryptodome__cryptography__openstack/glance__5ebde907
pycryptodome,cryptography,openstack/keystonemiddleware,e23cb36ac03c5e3a368cb8c493927cf8babc8dbc,5,1,"function call, type","function call, type","argument addition, argument deletion, argument transformation, element name change",2,4,https://github.com/openstack/keystonemiddleware/commit/e23cb36a,pycryptodome__cryptography__openstack/keystonemiddleware__e23cb36a
pycryptodome,cryptography,privacyidea/privacyidea,bcd8a454b7ab53ac6f531a9f8d88061217ff9d67,10,2,"attribute, function call","attribute, function call","argument addition, argument name change, argument transformation, element name change",2,4,https://github.com/privacyidea/privacyidea/commit/bcd8a454,pycryptodome__cryptography__privacyidea/privacyidea__bcd8a454
pycryptodome,cryptography,rev112/pyope,48c294a3fba2b424d75f0e7f541f31a1cc0421a6,2,1,function call,function call,"argument addition, argument deletion, argument transformation, element name change",1,4,https://github.com/rev112/pyope/commit/48c294a3,pycryptodome__cryptography__rev112/pyope__48c294a3
pycryptodome,cryptography,secdev/scapy,c24298b9569bd8b46114882cf404b03d8682cba3,13,2,"attribute, function call, type","attribute, exception, function call, type","argument addition, argument deletion, argument transformation, element name change",4,4,https://github.com/secdev/scapy/commit/c24298b9,pycryptodome__cryptography__secdev/scapy__c24298b9
pycryptodome,cryptography,spockbotmc/spockbot,4442170e317a69d36df1b34f29c45652f1d296c2,9,2,function call,function call,"argument addition, argument name change, argument transformation, element name change",1,4,https://github.com/spockbotmc/spockbot/commit/4442170e,pycryptodome__cryptography__spockbotmc/spockbot__4442170e
pycryptodome,cryptography,tgalal/python-axolotl,f74a936745db2c2f04575bd63308d6b6c0cc91ce,5,1,function call,function call,"argument addition, argument deletion, argument transformation, element name change",1,4,https://github.com/tgalal/python-axolotl/commit/f74a9367,pycryptodome__cryptography__tgalal/python-axolotl__f74a9367
