id 1,id 2,repo,commit,source,target,file path,lines,flag,R1 source APIs,R2 source APIs,agreed source API,R1 target APIs,R2 target APIs,agreed target APIs,R1 source program elements,R2 source program elements,agreed source program elements,R1 target program elements,R2 target program elements,agreed target program elements,R1 cardinality,R2 cardinality,agreed cardinality,R1 properties,R2 properties,agreed properties,R1 comments,R2 comments,R1,R2
M105,S20,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,31:31,,from bunch import Bunch,Bunch,,from munch import Munch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,object name change;module name change,full statement replacement,,,,moha,sarah
M106,S21,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,403:403,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M107,S22,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,702:702,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M108,S23,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,741:741,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M109,S24,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,39:39,,from bunch import Bunch,Bunch,,from munch import Munch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,object name change;module name change,full statement replacement,,,,moha,sarah
M110,S25,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,160:160,,from bunch import Bunch,Bunch,,from munch import Munch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,object name change;module name change,full statement replacement,,,,moha,sarah
M111,S26,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,162:162,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M112,S27,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,177:177,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M113,S28,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/csrf.py,34:34,,from bunch import Bunch,Bunch,,from munch import Munch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,object name change;module name change,full statement replacement,,,,moha,sarah
M114,S29,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/csrf.py,150:150,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M115,S30,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/faswho/faswhoplugin.py,40:40,,from bunch import Bunch,Bunch,,from munch import Munch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,object name change;module name change,full statement replacement,,,,moha,sarah
M116,S31,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/faswho/faswhoplugin.py,231:231,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M117,S32,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/faswho/faswhoplugin.py,397:397,,Bunch,Bunch,Bunch,Munch,Munch,Munch,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,element name change,no properties,,,,moha,sarah
M118,S33,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,flask_fas_openid.py,31:31,,from bunch import Bunch,Bunch,,from munch import Munch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,object name change;module name change,full statement replacement,,,,moha,sarah
M119,S34,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,flask_fas_openid.py,179:179,,fromDict,fromDict,fromDict,fromDict,fromDict,fromDict,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,no properties,no properties,no properties,,,moha,sarah
M120,S35,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,flask_fas_openid.py,180:180,,fromDict,fromDict,fromDict,fromDict,fromDict,fromDict,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,no properties,no properties,no properties,,,moha,sarah
M121,S36,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch,munch,src/confluencer/__main__.py,24:24,,from bunch import Bunch,Bunch,,from munch import Munch as Bunch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,alias addition;object name change;module name change,full statement replacement,,,it's interesting how they avoided other api replacements by naming it Bunch,moha,sarah
M122,S37,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch,munch,src/confluencer/commands/stats.py,23:23,,from bunch import Bunch,Bunch,,from munch import Munch as Bunch,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,alias addition;object name change;module name change,full statement replacement,,,,moha,sarah
M123,S38,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch,munch,src/confluencer/tools/content.py,29:29,,from bunch import bunchify,Bunch,,from munch import munchify as bunchify,Munch,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,alias addition;object name change;module name change,full statement replacement,,,,moha,sarah
M126,S42,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,10-11:9-10,,"from aiohttp import ClientSession
from aiohttp.client_exceptions import ClientConnectorError",ClientConnectorError;ClientSession,,"import httpx
from httpx import ConnectTimeout, ConnectError",ConnectErrror;ConnectTimeout;httpx,,import,import,import,import,import,import,many-to-many,many-to-many,many-to-many,full statement replacement,full statement replacement,full statement replacement,,,moha,sarah
M128,S44,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,56:56,,status,status,status,status_code,status_code,status_code,attribute access,attribute access,attribute access,attribute access,attribute access,attribute access,one-to-one,one-to-one,one-to-one,element name change,element name change,element name change,,,moha,sarah
M129,S45,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,57:57,,ClientConnectorError,ClientConnectError,,ConnectError,ConnectError,ConnectError,exception,exception,exception,exception,exception,exception,one-to-one,one-to-one,one-to-one,element name change,element name change,element name change,,,moha,sarah
M130,S46,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,60:60,,TimeoutError,asyncio.TimeoutError,,ConnectTimeout,ConnectError,,exception,exception,exception,exception,exception,exception,one-to-one,one-to-one,one-to-one,element name change,element name change,element name change,this is part of another library. may be it is replacement of more than one libraries by one library?,,moha,sarah
M131,I1,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,13:13,,import umsgpack,umsgpack,,import msgpack,msgpack,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M132,I2,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,184:184,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,"two nested migrations -- thus, many-to-many? (this and the ones below)",moha,ildar
M134,I3,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,187-189:187-189,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M136,I4,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,192-194:192-194,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M138,I5,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,197-199:197-199,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M140,I6,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,202:202,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M142,I7,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,205:205,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M144,I8,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,208:208,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M146,I9,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,211-213:211-213,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M148,I10,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,216-222:216-222,,Ext,"Ext, packb",,ExtType,"ExtType, packb",,function call,"class object, function call",,function call,"class object, function call",,one-to-one,many-to-many,,element name change,"element name change, argument name change, argument addition, argument transformation",,,,moha,ildar
M152,I12,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,228:228,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M153,I13,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,237:237,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M154,I14,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,252:252,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M155,I15,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,267:267,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M156,I16,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,282:282,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument transformation,"argument transformation, argument addition",,,,moha,ildar
M157,I17,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,285:285,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument transformation,"argument transformation, argument addition",,,,moha,ildar
M158,I18,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,288:288,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument transformation,"argument transformation, argument addition",,,,moha,ildar
M159,I19,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,291:291,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument transformation,"argument transformation, argument addition",,,,moha,ildar
M160,I20,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,294:294,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument transformation,"argument transformation, argument addition",,,,moha,ildar
M161,I21,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,297:297,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M162,I22,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,300:300,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M163,I23,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,303:303,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M164,I24,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,350:350,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change;argument transformation,"argument name change, argument addition, argument transformation",,,,moha,ildar
M165,I25,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,385:390,,Ext,Ext,Ext,ExtType,ExtType,ExtType,function call,class object,,function call,class object,,one-to-one,one-to-one,one-to-one,element name change,element name change,element name change,,,moha,ildar
M166,I26,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,392:404,,packb,packb,packb,packb,packb,packb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change,"argument name change, argument addition, argument transformation",,,,moha,ildar
M167,I27,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,395:407,,unpackb,unpackb,unpackb,unpackb,unpackb,unpackb,function call,function call,function call,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument addition;argument name change,"argument name change, argument addition, argument transformation",,,,moha,ildar
M171,I32,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,132:135,,import argparse,argparse,,import click,click,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M172,I33,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,299:,,ArgumentParser,ArgumentParser,ArgumentParser,,,,function call,class object,,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M173,I34,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,:298,,,,,command,command,command,,,,decorator,decorator,decorator,zero-to-one,zero-to-one,zero-to-one,no properties,,,,,moha,ildar
M174,I35,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,300-301:299,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument deletion;argument name change;element name change;argument addition,"argument addition, argument deletion",,,,moha,ildar
M175,I36,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,302-303:300,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument deletion;argument name change;element name change;argument addition,"argument addition, argument deletion",,,,moha,ildar
M176,I37,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,304-305:301,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument deletion;argument name change;element name change;argument addition,"argument addition, argument deletion",,,,moha,ildar
M177,I38,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,306:302,,add_argument,add_argument,add_argument,option,"argument, Path",,function call,function call,function call,decorator,"decorator, class object",,one-to-one,one-to-many,,argument deletion;argument name change;element name change;argument addition,"argument addition, argument transformation",,,,moha,ildar
M178,I39,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,307:,,parse_args,parse_args,parse_args,,,,function call,function call,function call,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M180,I41,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,5:7,,argparse,argparse,argparse,click,click,click,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M181,I42,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,199:,,ArgumentParser,ArgumentParser,ArgumentParser,,,,function call,class object,,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M182,I43,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,:196,,,,,command,command,command,,,,decorator,decorator,decorator,zero-to-one,zero-to-one,zero-to-one,no properties,,,,,moha,ildar
M185,I46,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,204-205:197,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument deletion;argument name change;element name change;argument addition,"argument addition, argument deletion",,,,moha,ildar
M187,I47,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,206-207:198,,add_argument,"add_argument, FileType",,option,"option, File",,function call,"function call, class object",,decorator,"decorator, class object",,one-to-one,many-to-many,,element name change;argument addition,"argument addition, argument deletion",,,,moha,ildar
M188,I48,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,209-210:200,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument name change;argument name deletion;element name change;argument addition,"argument addition, argument deletion",,,,moha,ildar
M189,I49,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,211-212:201,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument addition;argument name change;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M190,I50,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,213-214:202,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument addition;argument name change;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M191,I51,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,215-216:203,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument addition;argument name change;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M192,I52,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,218-219:204,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument addition;argument name change;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M194,I55,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,227:,,parse_args,parse_args,parse_args,,,,function call,function call,function call,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M196,I57,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,3:4,,argparse,argparse,argparse,click,click,click,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M197,I58,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,222:,,ArgumentParser,ArgumentParser,ArgumentParser,,,,function call,class object,,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M198,I59,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,:222,,,,,command,command,command,,,,decorator,decorator,decorator,zero-to-one,zero-to-one,zero-to-one,no properties,,,,,moha,ildar
M199,I60,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,223-224:223,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument addition;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M201,I62,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,226-227:224,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument addition;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M202,I63,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,228:225,,add_argument,add_argument,add_argument,option,argument,,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument addition;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M203,I64,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,229:,,parse_args,parse_args,parse_args,,,,function call,function call,function call,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M205,I66,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,8:7,,argparse,argparse,argparse,click,click,click,function call,import,,decorator,import,,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M206,I67,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,123:,,ArgumentParser,ArgumentParser,ArgumentParser,,,,function call,class object,,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M207,I68,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,:118,,,,,command,command,command,,,,decorator,decorator,decorator,zero-to-one,zero-to-one,zero-to-one,no properties,,,,,moha,ildar
M208,I69,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,127-128:119,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,argument name change;element name change;argument deletion,"argument addition, argument deletion",,,,moha,ildar
M209,I70,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,129-130:120,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,element name change;argument deletion,"argument deletion, argument transformation",,,,moha,ildar
M210,I71,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,131-132:121,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,element name change;argument deletion,"argument deletion, argument transformation",,,,moha,ildar
M211,I72,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,134-135:123,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,element name change;argument deletion,argument deletion,,,,moha,ildar
M212,I73,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,136-137:122,,add_argument,add_argument,add_argument,option,option,option,function call,function call,function call,decorator,decorator,decorator,one-to-one,one-to-one,one-to-one,element name change;argument deletion,argument deletion,,,,moha,ildar
M213,I74,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,139:,,parse_args,parse_args,parse_args,,,,function call,function call,function call,,,,one-to-zero,one-to-zero,one-to-zero,no properties,,,,,moha,ildar
M215,I76,onitu/onitu,04575c8dab8d632acc40fc30fd42046cdfca36db,watchdog,pyinotify,onitu/drivers/local_storage/local_storage.py,4-5:3,,"from watchdog.observers import Observer
from watchdog.events import FileSystemEventHandler","watchdog.observers.Observer, watchdog.events.FileSystemEventHandler",,import pyinotify,pyinotify,,import,import,import,import,import,import,many-to-one,many-to-one,many-to-one,full statement replacement,module name change,,,,moha,ildar
