round,id 1,id 2,flag,repo,commit,source,target,domain,file path,lines,source APIs,target APIs,source program elements,target program elements,cardinality,properties,migration id,pair id,commit url
4,A31,--,,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,29:,httplib2.proxy_info_from_environment,,function object,no program element,one-to-zero,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A310,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcsctptransport.py,578:578,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A311,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcsctptransport.py,585:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A312,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcsessiondescription.py,1:1,import attr,from dataclasses import dataclass,import,import,one-to-one,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A313,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcsessiondescription.py,4:4,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A314,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcsessiondescription.py,11:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A315,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,5:2,import attr,"from dataclasses import dataclass, field",import,import,one-to-one,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A316,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,34:33,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A317,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,36:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A318,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,37:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A319,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,38:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A32,--,,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,30:,httplib2.proxy_info_from_url,,function object,no program element,one-to-zero,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A320,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,39:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A321,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,40:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A322,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,41:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A323,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,42:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A324,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,307:306,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A325,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,309:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A326,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,310:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A327,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,311:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A328,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,312:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A329,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,313:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A33,--,,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,33:,httplib2.ProxyInfo.from_environment,,function object,no program element,one-to-zero,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A330,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,314:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A331,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,315:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A332,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,339:338,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A333,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,341:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A334,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,342:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A335,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,343:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A336,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,344:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A337,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,366:365,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A338,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,372:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A339,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,374:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A34,--,,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,34:,httplib2.ProxyInfo.from_url,,function object,no program element,one-to-zero,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A340,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,391:390,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A341,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,397:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A342,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,398:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A343,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,399:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A344,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,400:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A345,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,416:415,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A346,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,418:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A347,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,419:418,ib,field,function call,function call,one-to-one,element name change;argument transformation,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A348,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,441:440,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A349,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,447:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A35,--,,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,51-54:,Http,,function call,no program element,one-to-zero,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A350,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,448:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A351,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,449:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A352,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,452:451,ib,field,function call,function call,one-to-one,element name change;argument transformation,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A353,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,486:485,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A354,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,488:487,ib,field,function call,function call,one-to-one,element name change;argument transformation,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A355,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,528:527,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A356,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,530:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A357,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,531:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A358,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtp.py,532:531,ib,field,function call,function call,one-to-one,element name change;argument transformation,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A359,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,6:4,import attr,from dataclasses import dataclass,import,import,one-to-one,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A36,--,unsure,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,62-63:,,,,,,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A360,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,131:130,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A361,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,133:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A362,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,134:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A363,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,146:145,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A364,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,148:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A365,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,149:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A366,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,150:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A367,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,151:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A368,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/sdp.py,152:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A369,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,3:2,import attr,from dataclasses import dataclass,import,import,one-to-one,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A37,--,unsure,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,81-84:,,,,,,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A370,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,6:6,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A371,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,12:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A372,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,14:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A373,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,15:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A374,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,18:18,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A375,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,20:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A376,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,21:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A377,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,22:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A378,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,25:25,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A379,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,27:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A38,--,,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,httplib2,requests,HTTP Clients,anki/sync.py,:463,,Session,no program element,function call,zero-to-one,,httplib2__requests__ankitects/anki__f6245cd,httplib2__requests,https://github.com/ankitects/anki/commit/f6245cd
4,A380,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,28:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A381,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,29:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A382,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,32:32,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A383,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,34:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A384,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,36:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A385,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,40:40,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A386,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/stats.py,50:50,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
